url,title,description,director,stars,year,runtime,genre,rating,imdb_score,metascore,gross
https://www.imdb.com/title/tt1356717/,Anak Ajaib,,Tjandra Warasto,"Juan Bione Subiantoro, El Manik, Vanessa Hinkel, Keisha Ratuliu",2008,,Comedy,,,,
https://www.imdb.com/title/tt15893396/,Langit Tak Berwujud,Some war machine entering the ozone destroys everything that is seen. So they recorded at the beginning of the massacre.,Yahdi Kumala,"Yahdi Kumala, Genta Mawardi Putra, Fitra Hernanda Syahda",2013,,"Short, Action, Fantasy",,,,
https://www.imdb.com/title/tt28553460/,Cream Scene,A thief suddenly feels the need to save a woman being tied and raped by a masked man. Little does he knows that it was a consensual sadomasochism exercise between the woman and his ...,Agung Setiawan,"Iqbal Abdillah, Mulyadi Iskandar, Puspita Ratna Kania, Sarah Johana Magdalena",2018,8,"Short, Comedy",,,,
https://www.imdb.com/title/tt6037896/,Before Morning Comes,"The night was silent, before the morning about to comes",,,2016,15,"Short, Drama",,8.7,,
https://www.imdb.com/title/tt2954720/,Arwah komersil dalam kampus,"Pak Parto loses gambling in his own house. Her house collapsed, but she still had time to buy a present for her birthday child. I don't know why he died. This Parto spirit later became the ...",Muchlis Raya,"Mang Udel, Suroto, Kardjo Ac-Dc, S. Darto",1977,115,Comedy,,,,
https://www.imdb.com/title/tt1978544/,The Eighth Parallel,"Shot amongst the stunning backdrop of Indonesia, The Eighth Parallel tells the stories and experiences of five female Indonesian extreme-sport athletes. The athletes in this film--women ...",,,2011,28,"Documentary, Short, Adventure",,,,
https://www.imdb.com/title/tt15382028/,Journalism for Dummies,The three journalists interns show us see the reality of local Indonesian journalism.,,,2021,17,"Documentary, Short",13+,,,
https://www.imdb.com/title/tt19403350/,Ucap,,Azhar Arrival,"Azhar Arrival, Farhan Rizal, Bayu Setya",2023,34,"Short, Fantasy",,,,
https://www.imdb.com/title/tt9074276/,Deep Memories,The encounter of two beings who sink together with words,,,2018,24,"Short, Drama, History",,,,
https://www.imdb.com/title/tt7833108/,Munysera,"A night before doing his job as an obituary announcer, John (46), a Munysera, had a falling accident and could not run. He asks his son, Yance (24), to take his place and run as far as 45 ...",Ali Bayanudin Kilbaren,"Josephus Kelabora, Fredy Coar Tiwery, Ricky Wakim",2017,26,"Short, Drama",,,,
https://www.imdb.com/title/tt1240506/,Sendja di Djakarta,,Nico Pelamonia,"Farouk Afero, Rahadi Ismail, Mila Karmila, Tina Melinda",1967,90,,,,,
https://www.imdb.com/title/tt8268752/,Sintas,"Sintas is the story of a mother, daughter, wife, and women taking care of their families from above the roads in Jakarta, Indonesia.",Mahatma Putra,"Ika Agustin, Tati Kurniati, Siti Romlah, Feny Tjong",2018,81,Documentary,,,,
https://www.imdb.com/title/tt4333430/,Jumirah Goes to Hollywood,"Jumirah moves to Hollywood from Indonesia, seeking the glamor of Hollywood but finds herself housekeeping for a wealthy family. As Jumirah falls in love with her employer's son, she finds ...",,"Chris Perdue, Denada Tambunan",2002-2003,45,Drama,,,,
https://www.imdb.com/title/tt9032258/,Rotasi Per Menit,,Baf Sjamsuddin,"Verdy Bhawanta, Abi Cancer, Khusnul Raka Hafiz, Volland humonggio",2003,,Action,,,,
https://www.imdb.com/title/tt5129244/,Mari Masak Challenge,,,,2015,17,Reality-TV,,,,
https://www.imdb.com/title/tt15138154/,Siantar Rap Foundation: Dainang,,,,2017,,"Short, Music",,,,
https://www.imdb.com/title/tt5927132/,Mozaik,,,,2016,,Reality-TV,,,,
https://www.imdb.com/title/tt1433180/,Satu Rumpun?,"Bekti, from Indonesia, and Samseng from Malaysia come to USA to work. They are deceived by an employment agency and left stranded on the highway. Both have to find a way to survive with a very limited amount of cash.",Arci Fadillah,"Kenzo Abduh, Golam Sarwar Harun, Kamal Hossein, Sheilla Nastassia",2009,90,Comedy,Not Rated,9.0,,
https://www.imdb.com/title/tt15100398/,CWM,,,"Riwayat Harjono, Agus Gembel Hst, Roci Marciano, Anang Othello",2021,15,"Short, Drama",,,,
https://www.imdb.com/title/tt8550700/,Parawengi,"Dena met her long-distance girlfriend Acil, in the middle of the holy month of Ramadan. When they arrived at the boarding house and started to have fun, the gecko sounds accompanied them. ...",Bihar Jafarian,"Nurul Aini, Bryancini Galgala",2017,13,"Short, Horror",,,,
https://www.imdb.com/title/tt1649331/,Gara-gara janda kaya,,Azwar An,"Cahyono, Enny Haryono, Enny Kusrini, Didu M.S.",1977,93,,,,,
https://www.imdb.com/title/tt27116298/,Misteri Pamulang,A slice-of-life film about the lives of three students living in the most haunted rented house in Pamulang.,Azzam Fi Rullah,"Luqman Ski, Cemara Weda, Aldiansyah Azhura, Tania",2023,16,"Short, Horror",,,,
https://www.imdb.com/title/tt1843966/,Lily van Java,,Nelson Wong,"Lie Lian Hoa, Lie Bouw Tan, Kwee Tiang An, Yah Kwee Pang",1928,,Drama,,,,
https://www.imdb.com/title/tt6037874/,Ojo Sok-sokan,A story of two Javanese guy who one of them trying to sounds like an urban Jakarta people in front of stranger girl.,,,2015,6,"Short, Comedy",,,,
https://www.imdb.com/title/tt5936374/,Grand Escapes,,,,2016,24,Reality-TV,,,,
https://www.imdb.com/title/tt1250706/,Bimo kroda,,,,1967,,,,,,
https://www.imdb.com/title/tt24634284/,Ignorance,,Alvin Devito Nugroho,Kezia Jati Himawan,2022,1,Short,,,,
https://www.imdb.com/title/tt19413062/,Di Atas Kaki Sendiri,"Documentary biography of Mbah Kandar, an employee of SMA Khadijah Surabaya who had a career for 30 years and refused to retire even though he had to commute from Mojokerto to Surabaya every day.","Sahree Ramadhan, Abdul Razzaq","Kandar, Agus Fahmi",2015,30,"Documentary, Short, Biography",,,,
https://www.imdb.com/title/tt21479520/,Ketawa Dimana Aja,Laughter Wherever Aja is an entertainment dish packaged in a virtual stand up comedy and performed by famous comedians,,"Indra Jegel, Mamat Alkatiri, Ridwan Remin, Rigen Rakelna",2020,,Comedy,,9.4,,
https://www.imdb.com/title/tt8751922/,Nationalist Paralysis,,William Sanjaya,"Bayu Putra, Vivian Tania, Dio Winata",2018,5,"Short, Action, Drama",,,,
https://www.imdb.com/title/tt1171617/,Rahasia patukan cobra,,Willy Wilianto,"Mad Ali, Johny Anwar, Dolf Damora, John Isnandar",1990,74,,,,,
https://www.imdb.com/title/tt15141250/,Siantar Rap Foundation: Tinggalkan Ayah Tinggalkan Ibu,,,"Siantar Rap Foundation, Petrus Novelin Simarmata",2020,,"Short, Music",,,,
https://www.imdb.com/title/tt14599714/,Mindful Eating,,Mahdianto,Mahdianto,2021,,"Documentary, Short",,,,
https://www.imdb.com/title/tt28298374/,Magnum White Almond: versi Raisa,,,"Rafaela Andrade, Raisa",2015,1,Short,,,,
https://www.imdb.com/title/tt25394216/,The Boy Over Flowers,Reno Wijaya accepted a job offer out of town to get away from his mother after being refused to continue his family florist. His mother was disappointed and fell ill. As an indecisive ...,Gin Teguh,"Brilliana Arfira, Naradipa Panwasih",2022,16,"Short, Drama",,,,
https://www.imdb.com/title/tt13588032/,Ketukan Di Pintu: A Knock at the Door,,Alfa Kakauhe,Febrio Ahmad,2020,2,"Short, Horror",,,,
https://www.imdb.com/title/tt0227240/,Pendekar Liar,,Dasri Jacob,"Billy Chong, Titien Suherman, Winny Aditya Dewi, Sutrisno Wijaya",1983,90,Action,,,,
https://www.imdb.com/title/tt8365954/,Or Those Silence That Kills You and Me,"Ali, 20 years old, has no family and friends except for loneliness, whose eating him alive.",Ismail Basbeth,Mahin Al Imran,2019,14,"Short, Crime, Drama",,,,
https://www.imdb.com/title/tt6773936/,A Dinner with Astronaut,"On an ordinary Christmas Eve, in an ordinary house, an ordinary family is having dinner. Out of the blue, a big rocket lands on their house. They find an Astronaut and invite him for dinner.",Rein Maychaelson,"Dipta Diwangkara, Erik Marcel",2016,6,"Short, Comedy",,,,
https://www.imdb.com/title/tt1846740/,Sinjo 'Tjo' Main Di Film,,M.H. Schilling,"Ida Schilling, M.H. Schilling",1931,,,,,,
https://www.imdb.com/title/tt2032465/,I Love Manchester United and My Veil,"About Zahrah who was born in conservative muslim family, and about her passion to watch Manchester United as they plan to visit Indonesia in July 2009. But her passion is contrary to her ...",,,2010,13,"Short, Comedy, Drama",,,,
https://www.imdb.com/title/tt6674294/,Morning Without the Sun (2016),"Bintang is an aging father who recently moves into a big house with her daughter, Mentari. He hopes for spending the days at home happily with her but she's too busy to spend some time with...",,,2016,22,"Short, Drama, Family",,8.2,,
https://www.imdb.com/title/tt3871806/,Leher Angsa,,Ari Sihasale,"Tike Priatnakusumah, Ringgo Agus Rahman, Lukman Sardi",2013,,Family,,,,
https://www.imdb.com/title/tt7588868/,Understanding Multiculturalism,A glimpse of multiculturalism in the bustling metropolitan of Jakarta,,,2016,5,"Documentary, Short",,,,
https://www.imdb.com/title/tt1672782/,Jejak pengantin,,M.T. Risyaf,"Zainal Abidin, Marisa Haque, George Rudy, Jack Maland",1984,106,Drama,,,,
https://www.imdb.com/title/tt1045850/,Ikut-ikutan,,Arizal,"Mathias Agus, Fuad Alkatiri, Ayu Azhari, Zul Bahar",1990,82,,,,,
https://www.imdb.com/title/tt13695256/,Don't Blink,,Joko Anwar,Asmara Abigail,2016,1,"Short, Horror",,5.2,,
https://www.imdb.com/title/tt6988122/,Bandung 25-03,"Freedom of thought in the paranoid state, that's nonsense. Indonesian state considers communism is dead. If it exists, may be killed and will continue to haunt.",,,2017,1,"Short, Crime, Mystery",,,,
https://www.imdb.com/title/tt10726546/,Mata,,Epriliana Fitri Ayu Pamungkas,Yunia Dian,2016,26,"Short, Drama",,,,
https://www.imdb.com/title/tt21025132/,Defenders of the Forest,"In Sumatra and Borneo, during the horror of the Covid-19 pandemic, forester Basuki Santoso and land surveyor Feri Irawan encounter a land undergoing destruction. Scientific studies have ...",,,2021,,Documentary,,,,
https://www.imdb.com/title/tt7239118/,C5 Crew: Boys,,Muhammad Hafiz,"Faisal Azzam, Muhammad Hafiz, Riszy Paganini, Muhammad Reyhan",2017,2,"Short, Music",SU,,,
https://www.imdb.com/title/tt21413156/,Agave Amica,"Immense funerals take place at once, leaving behind exhausted gravediggers and mourning families. Some flowers are brought to the graves to honor the dead.",,,2022,14,"Short, Documentary",,,,
https://www.imdb.com/title/tt3777006/,Liburan keluarga,"A family which actually not having blood ties to each other go on vacation in a place which is basically is a vacation destination, such as a quiet place, quiet, intimate, and refreshing. ...",,,2012,18,"Short, Drama",,,,
https://www.imdb.com/title/tt10897498/,2 Worlds,A boy trapped in a world where people's value is determined by its likes number realize that his world is not real after he met a mysterious unfettered girl.,Christiansen Megumi Kanta,"Cafalundi Brilianegoro, Yasmin Nurul Hafsanah, Michael Juan, Kevin Kristofer Kosasih",2016,,"Short, Sci-Fi",,,,
https://www.imdb.com/title/tt11102070/,All Living Beings,"Bali 1940, a married couple live in seclusion were disturbed by spiritual phenomena that hides behind the causality and the will of nature.",Rama Bayu Aji,"Sasqia Ardelianca, Dayu Aryani, Dibal Ranuh",2019,17,"Short, Fantasy, History",,,,
https://www.imdb.com/title/tt1852103/,Sorga Palsoe,,Tan Tjoei Hock,"Lo Tjin Nio, Lo Tjin Nio, Tong Hui, Lim Pun Tjiaw",1940,,Drama,,,,
https://www.imdb.com/title/tt17155628/,Ada Hantu di Museum?,A man who has realized his dream of becoming an exhibition designer must work in a museum while dealing with anxiety and terror from his own imaginations.,,"Ruth Marini, Tubagus Ali",2021,,"Comedy, Horror",,,,
https://www.imdb.com/title/tt14532316/,Peterpan: Bintang di Surga,,Rizal Mantovani,"Loekman Hakim, Mohammad Kautsar Hikmat, Noah, Ariel Noah",2004,5,Music,,,,
https://www.imdb.com/title/tt21352412/,Untitled,,"Iqbal Fadly, George Timothy",Della Dartyan,2019,,"Short, Drama",,,,
https://www.imdb.com/title/tt1326979/,Gadis manis dipinggir djalan,,L. Inata,"Osman Alwi, Dian Anggrianie, Suhaimi Said, Wolly Sutinah",1960,,,,,,
https://www.imdb.com/title/tt4585530/,Tanpabatas Vol.2 Komedian Menggugat: Protest of a Comedian,,Sammy Notaslimboy,Sammy Notaslimboy,2014,83,Comedy,,,,
https://www.imdb.com/title/tt15164032/,Tim Pegulat: Terinspirasi dari lagu IRAMA,"Tim is a hard worker, a father, and a husband. Tim suddenly experiences a strange thing and make him wrestle in his own mind. What do the symbols of Tim's mind struggle mean? Does Tim's dream job actually make him happy?","Kunto Aji, Surya Penny, Sal Priadi","Koen Hilal, Kristo Immanuel, Ical Kate, Faradilla Eka Nurhapsari",2021,,"Short, Comedy",,,,
https://www.imdb.com/title/tt8610124/,Late Night Patrol,"On the day before Eid Al Fitr (Islamic Holiday), 3 undercover anti drug squad doing their late night patrol to keep the streets clean. It turns out the undercover squad has their own way to enforce their own version of justice.",,,2018,22,"Short, Crime, Drama",,,,
https://www.imdb.com/title/tt14065504/,Melawan Asap: Film Dokumenter Kabut Asap Jambi,,Mahdianto,Mahdianto,2019,,"Short, Documentary",,,,
https://www.imdb.com/title/tt12760604/,BCL & Ariel Noah: Menghapus Jejakmu,,Jodieocto,"Bunga Citra Lestari, Ariel Noah",2020,4,Music,,,,
https://www.imdb.com/title/tt6770136/,Rising from Silence,,,,2016,28,Documentary,,,,
https://www.imdb.com/title/tt1178084/,Aduhai manisnya,,Willy Wilianto,"Achmad Albar, Elvy Sukaesih, Susy Bolle, Dorman Borisman",1980,88,,,,,
https://www.imdb.com/title/tt2078756/,Tjitra,"A man named Harsono who took a woman's virginity flees to the city, where he is caught up in a murder case after an altercation with Sandra, his new lover.",Usmar Ismail,"Hamid Arief, Nila Djuwita, Moh Said H.J., R.D. Ismail",1949,71,Drama,,,,
https://www.imdb.com/title/tt28214147/,"Missing, How Are You?","Waluyo and Soeparni live in a small village on the island of Java, they try everything they can to find their missing Son",Basya Ayyub,"Zul Idwan, Kasih, Untung Jaya Sumedi",2023,,"Short, Drama, Family",,,,
https://www.imdb.com/title/tt16528456/,Dancing boy,"The short film dancing boy, tells the story of a boy who has a dream to become a dancer, but he is hindered by his surroundings, because of the stereotype, that dancing is only for girls.","Palah Akmal, Akmalpalah",Gilang Ramadan,2019,21,"Short, Drama",,,,
https://www.imdb.com/title/tt7773198/,Neo Batavia,"Following the everyday lives of college students, Heru, Dudit, Dinar, Rubi and Jason, facing different social situations that challenge the status quo around them.",,"Nadya Maudy, Kichiro Tjiptawidjaya, Alver Firmaz, Gusty Pratama",2017,,,,,,
https://www.imdb.com/title/tt6773956/,Errorist of Seasons,"Being fired from his job, Pulung follows his friend's advice to invest his compensatory dismissal to start a new business: inflatable boat rentals. They have planned to use the 'annual ...",Rein Maychaelson,"Dipta Diwangkara, Lukas Prayogi Octavianus, Dana Wardhana",2017,27,"Short, Comedy, Drama",,,,
https://www.imdb.com/title/tt8195660/,No man's land,"A former prisoner of war returns to Indonesia to lead a group of guerillas against the enemy in this 1963 war drama from Indonesia. In addition to their political cause, the freedom ...",,,1965,105,Drama,,,,
https://www.imdb.com/title/tt2594958/,Dino,"Set in the late 90's, a single mother who works as a door-to-door encyclopedia seller must learn to adapt or face extinction in the advent of computers and the Internet.","Edward Gunawan, Anggi Frisca","Arif Dharma, Wilza Lubis, Surya Saputra, Cut Mini Theo",2013,15,"Short, Drama, Family",,,,
https://www.imdb.com/title/tt14064546/,Rahasia Kekayaan: Film dokumenter tentang uang,,Mahdianto,Mahdianto,2020,,"Documentary, Short",,,,
https://www.imdb.com/title/tt0280952/,Misteri di Borobudur,,,,1971,,"Action, Fantasy",,7.7,,
https://www.imdb.com/title/tt13296516/,The Mother's Land,,Kevin Rahardjo,"Mikael Farady, Sifra Magdalena",2020,,"Short, Fantasy",,,,
https://www.imdb.com/title/tt16085744/,Manipulator,,Ferry Irwandi,"Jovial Da Lopez, Raysha Eca, Ruby Gang, Ferry Irwandi",2020,17,"Short, Drama",,,,
https://www.imdb.com/title/tt15876524/,Muka'Ku,"A Narcissistic Girl loving herself and admires her Beauty in front of a mirror, when suddenly a Demon approaches her and seduces as 'it' told that she can be more that which destroy herself in the process.",Nier Castielroy,"Lady Bella Anjani, Kenji Hirazawa",2016,7,"Short, Fantasy, Horror",,,,
https://www.imdb.com/title/tt1066494/,Turangga,,Eddy Sajoedie,"Ully Artha, Yulianto Ponco B., Chitra Dewi, Ratna Djuwita",1990,,Action,,,,
https://www.imdb.com/title/tt6487818/,Man Marduk,A radical jihadist has to make a choice between continuing his jihad as a suicide bomber or to start a new life with the woman he loves.,,,2017,18,"Short, Drama",,,,
https://www.imdb.com/title/tt5131284/,Cuts,Indonesian law stipulates that all films must go through censorship before any public screening in Indonesia. August 2014. The director and producer of Blind Pig Who Wants To Fly submitted ...,,,2016,65,Documentary,,,,
https://www.imdb.com/title/tt14152518/,PokoPow,,,,2015,,Talk-Show,,,,
https://www.imdb.com/title/tt15225666/,Palm Oil's Vice Grip on Natives,"Over 14 million acres of rainforest in Borneo, Indonesia, have been deforested for Elaeis guineensis. This film narrates the near eradication of tribal Dayak traditions and indigenous ...",,,2020,,"Documentary, Short",,,,
https://www.imdb.com/title/tt15006646/,Kristian Andreas Sinaga: Sidoli Partombak,,Juna Bangun,Putra Sirait,2021,,"Short, Music",,,,
https://www.imdb.com/title/tt1537862/,Nazar,,Sofyan D. Surza,"Jessica Iskandar, Ben Joshua, Renata Kusmanto, Shinta Puteri",2009,,Comedy,,2.8,,
https://www.imdb.com/title/tt8368090/,Message from the stern deck,The traditional voyages toward 16 islands in East Indonesia.,,,2017,18,"Documentary, Short, Adventure",,,,
https://www.imdb.com/title/tt2799794/,Lisa dan Bayangan,,,,2013,8,"Animation, Short, Drama",,,,
https://www.imdb.com/title/tt7305032/,The Fish Who Never Met Ocean,"Two weeks from now Dad talk Deutsch. Didit, who attended a Chinese school in Jakarta, talking everything about his story at school. At dinner Dad wants a story about Mother, but the child ...",,,2017,17,"Short, Drama, Family",,,,
https://www.imdb.com/title/tt1846735/,Si Pitoeng,,Wong Bersaudara,"Herman Sim, Ining Resmini, Zorro",1931,,Action,,,,
https://www.imdb.com/title/tt15236520/,SilkAir 185: Pilot Suicide?,,,,2006,,Documentary,,,,
https://www.imdb.com/title/tt27041580/,Eva,"A recollection of childhood memories involving a mother, Eva, and her oldest son Rifqi. Eva explains why she had to leave Rifqi with his grandparents when he was only two. At the time, her second pregnancy had taken a turn for the worse.",Rifqi Zarkasih,Eva Erlina,2021,20,"Documentary, Short",,,,
https://www.imdb.com/title/tt27850988/,Add Me,,Krisna L. Salya,"Ferdy Damanztio, Indira Kalistha",2015,9,"Short, Horror",,,,
https://www.imdb.com/title/tt8431320/,Terraform,,"Jorik Dozy, Sil Van Der Woerd","Bastomi, Sifa Nur Hasanah, Siti Sulaeha",2017,5,"Documentary, Short, Music",,6.6,,
https://www.imdb.com/title/tt3705126/,Malam,,Dira Nararyya,"Hanan Cinthya, Riris Marpaung, Sekar Rarasati",2013,8,"Short, Horror",,,,
https://www.imdb.com/title/tt2264796/,Missing,"When an anxious Mother hassle the police Chief to look for her missing Son, he goes on a search that more than meets the eye.",Pinkan Veronique,"Joko Anwar, Erastiany Asikin, Robin Moran, Sitha Soerjo",2012,12,"Short, Crime, Drama",,7.1,,
https://www.imdb.com/title/tt5545920/,Target Acquired,,,"Arin Hanson, Tomi Imai, Jessica Warner",2016,,Action,,,,
https://www.imdb.com/title/tt10439042/,Reco,Mr. Bejo found an ancient statue in his yard and shared the story with his wife. He decided to sell the statue after the discussion with his wife. The village people received the news when ...,Agustinus Dwi Nugroho,"Hadi Manuto, Sugeng Riyanto, Drs. Susanto, Widowati",2016,24,"Short, Comedy, Drama",,,,
https://www.imdb.com/title/tt1227872/,Laki-laki pilihan,,Nico Pelamonia,"Achmad Albar, Ruslan Basrie, Kris Biantoro, Dadi Djaja",1973,106,Drama,,,,
https://www.imdb.com/title/tt22174924/,Arah Kisah Kita,,Salman Aristo,Ge Pamungkas,2016,,"Short, Drama",,,,
https://www.imdb.com/title/tt22489440/,Tropic Fever,,,,2022,59,Documentary,,,,
https://www.imdb.com/title/tt8677010/,Remember,teenager was facing a problem with his father. But the occurrence of a dozen years ago,Aanisah Pangrutiningtias,"Arief H. M, Fatih Muhammad Calief",2017,7,"Short, Drama",,,,
https://www.imdb.com/title/tt0381752/,Family seratus,,,,1995,,Family,,,,
https://www.imdb.com/title/tt1279471/,Pahit-pahit manis,,L. Inata,"Chatir Harro, Turino Junaidy, S. Poniman, Titien Sumarni",1952,,,,,,
https://www.imdb.com/title/tt5114322/,Fight Night,"Moore and Chen walk on the parking lot, then Rue appears from the middle of nowhere and start attacking them.",Michael Purnama,"Albert Cen, Peter Pastimoore, Hanata Rue",2015,4,"Short, Action",G,,,
https://www.imdb.com/title/tt4940784/,Tears of Ghost,Jo-Ann is a teenage girl. She is trying to save herself from dropping out of college. She decides to start doing a final project. She finds a perfect house to work on. What she doesn't know...,Natasha Dematra,"Andra, Rona Aronna, Dien Asyik, Herdi Bagus",2015,83,Thriller,,,,
https://www.imdb.com/title/tt15169954/,Encret,"Mahmud was told by his mother to take care his sick sister, Sawiyah, but Mahmud instead invited Sawiyah to play a bicycle race. During the race, Sawiyah felt sick to her stomach. On the uphill road, she was already drop.",Vanny Zulfa,"Agym Akbar, Aisyah Aurelia, Muhammad Javo",2019,22,"Short, Comedy",,,,
https://www.imdb.com/title/tt1948554/,Dosa siapa,,Susilo S.W.D.,"Deddy Sutomo, Totty Nasution, Rima Melati, W.D. Mochtar",1972,,Drama,,,,
https://www.imdb.com/title/tt2342052/,Dare to Dress,Living as transvestites (waria) in Indonesia in the face of strong social prejudice and discrimination against them.,Djonny Chen,"Aan Andini, Dian, Intan, Yulianus Rettoblaut",2014,,Documentary,,,,
https://www.imdb.com/title/tt15750768/,Lanivatti First Capsule Collection: Beyond Borders,,,"Zahara Davis, Sonny Sun",2020,,Short,,,,
https://www.imdb.com/title/tt8545374/,Phantom Memories (False Memories),"Debra a victim of domestic violence, trying to reconnect with reality as she counsels her abusive relationship in a therapy session, only to found out that she has 'phantom' or 'false' ...",,,2018,8,"Short, Crime, Drama",,,,
https://www.imdb.com/title/tt22478320/,Berlabuh (Anchoring),a young seaman who is being hit by various problems related to his rights as a worker in a private shipping company,Haris Yuliyanto,"Aisah, Rijal Bagong, Sabila Ilham Bimantara",2020,15,"Short, Drama",,,,
https://www.imdb.com/title/tt8962366/,Lunch at supper time,Two districts in NTB are among the top three contributors of migrant workers of Indonesia. East Lombok is in the first position and Central Lombok is in the third position. This phenomenon ...,,,2018,18,"Short, Drama",,,,
https://www.imdb.com/title/tt15416738/,Aku Lupa Aku Luka,,Dyan Sunu Prastowo,"Salshabilla Adriani, Junior Roberts, Jerome Kurnia, Dewa Dayana",2021,,"Horror, Thriller",R13+,,,
https://www.imdb.com/title/tt24787566/,Belenggu Masjarakat,,"Lie Gie San, D. Suradjio","Boes Boestami, S. Bono, Wahid Chan, Lies Permana Lestari",1953,,Drama,,,,
https://www.imdb.com/title/tt2022362/,Cowok Bikin Pusing,,Winalda E.,"Alex Abad, Laudya Cynthia Bella, Marcel Chandrawinata, Julie Estelle",2011,86,Drama,,4.6,,
https://www.imdb.com/title/tt28549805/,Model XVII,Are we ready to be parents to a new species that is more intelligent and super than us?,,"Reza Hidayat Alfan, Anton E. Girgis, Rasini",2019,,Short,,,,
https://www.imdb.com/title/tt6821468/,Recto Impala,"An innocent boy wakes up with his pants wet, but sticky. To get rid of confusion, he decided to find the answer from his mother and his playmate.",Adie Maulana,"Jimi Faisal, Ridwan Nur Rahman, Kikit Rizqillah",2017,13,"Short, Comedy, Drama",,,,
https://www.imdb.com/title/tt1847667/,Pembakaran Bio 'Hong Lian Sie',,,,1936,,Action,,,,
https://www.imdb.com/title/tt1848843/,Dasima,,Tan Tjoei Hock,"S. Soekarti, Moh Mochtar, M. Sani, S. Talib",1940,,Drama,,,,
https://www.imdb.com/title/tt6289516/,Other Half of Me,,,,2012,60,Drama,,,,
https://www.imdb.com/title/tt20779396/,Adam,"Adam returned, after several years leaving his hometown of Toraja, South Sulawesi, Indonesia. And also his mother. Adam came with the feeling he had when he migrated to Mother. Adam tries ...",Zhaddam Aldhy Nurdin,Patri Rantegau Tulungallo,2020,,"Short, Drama",,,,
https://www.imdb.com/title/tt14928704/,Ojek Lusi,"On May 29th, 2006, a mud volcano on the gas drilling site of PT. Lapindo Brantas in Sidoarjo erupted. It has been in eruption since then. The mud had drowned at least 16 villages. Until ...",,,2017,17,"Documentary, Short",,,,
https://www.imdb.com/title/tt6590346/,Second Chance at Faith,,Fitrah Hardigaluh,"Anthonius Andy, Yudhistira Djarwo, Elisakh Hagia, Cipta Trinugraha",2017,,"Short, Drama",,,,
https://www.imdb.com/title/tt13430360/,Singlaris,"Ibu Ros a middle-age woman who sells spices at a traditional market lately didn't make any money. When she is desperate for an income, Bejo came to offer her a solutions.",Hadafi Raihan Karim,"Ajhi Sugiarto, Rosita Taringan",2019,8,"Short, Comedy",,,,
https://www.imdb.com/title/tt28130242/,Poelo Inten,,,"Ramli Bapet, Djoeriah, Moh Mochtar, Noersani",1942,,Drama,,,,
https://www.imdb.com/title/tt9179002/,Ada Surga di Rumahmu,,Aditya Gumay,"Husein Alatas, Ali Fikry, Raihan Khan, Nina Septiani",2015,,Drama,,,,
https://www.imdb.com/title/tt1293595/,Main-main djadi sungguhan,,L. Inata,"Darussalam, Netty Herawati, Rd. Mochtar, Titien Sumarni",1951,,,,,,
https://www.imdb.com/title/tt6412974/,"The Possessive Ghost, Miemien","A writer sacrifices a lot for his craft. When Juan (Christ Laurent) is assigned to write a ghost novel that is based on a true story, he decides he needs to research the paranormal in order to do his job properly.",,"Selena Alesendra, Amec Aris, Alessia Cestaro",2015,99,Horror,,,,
https://www.imdb.com/title/tt7143626/,Jangan rebut suamiku,,,"Ririn Dwi Aryanti, Indra L. Bruggman, Martin Carter, Marcell Domits",1998-1999,,Drama,,,,
https://www.imdb.com/title/tt0298992/,Lagu damai saudaraku,,,,2001,18,"Documentary, Short",,,,
https://www.imdb.com/title/tt23985748/,Lutung Kasarung,Sundanese story about a princess who fell in love with the monkey Lutung Kasarung.,,,2001,37,"Animation, Short, Fantasy",,,,
https://www.imdb.com/title/tt5927414/,The Property Channel Asia,,,,2015,24,Reality-TV,,,,
https://www.imdb.com/title/tt21850868/,Nol Rupiah,,Chairun Nissa,"Erly Ashy, Verdi Solaiman",2013,32,"Short, Drama",,,,
https://www.imdb.com/title/tt1102301/,Pegawai tinggi,,Rempo Urip,"Awaludin, Rd. Mochtar, Norma Sanger, R.A. Setyati",1954,,,,,,
https://www.imdb.com/title/tt8968576/,Surat Sakit untuk yang Tidak Sakit,,Ahsanurrahman,"Wahyu Adi, Yasyfiena Atthariya, Raudhatul Janah, Ismu Rahmaniah",2016,6,"Short, Drama",SU,,,
https://www.imdb.com/title/tt14533912/,Am I the One?,,Neysa Ananda,"Alyssa Abidin, Sheila Miranda Bell, Alam Jaelani Setiawan",2021,7,"Short, Music",,,,
https://www.imdb.com/title/tt1985214/,Ten Days for Five Centuries,Keroncong music is beautiful yet so old; it is an invaluable treasure. An interest that turned into a journey and a discovery of how its European origins assimilated seamlessly into local culture.,Pinkan Veronique,Robin Moran,2010,12,"Documentary, Short, Music",,,,
https://www.imdb.com/title/tt16023964/,Paranoid,,Ferry Irwandi,"Ferry Irwandi, Fathia Izzati",2020,3,"Short, Drama",,,,
https://www.imdb.com/title/tt8855266/,Voyager,Soul surfer Andre Serrano flows through the Indonesian islands to discover the biggest journey he can get is the exploration of himself.,,,2018,4,"Short, Adventure, Sport",,,,
https://www.imdb.com/title/tt5059870/,Oshaberi Pak Kromo,,,,1943,,Short,,,,
https://www.imdb.com/title/tt15302194/,Kertas Merah,,Revin Palung,"Violla Georgie, Claurist Jay",2018,15,"Short, Drama",,,,
